GAUGE	type	tone_sgn	base_x	base_y	head_x	head_y	plot_CD	draw_CD	wafer_CD	cost_wt	GroupName	Mask_size	CD	range_min	range_max	check_status	Model Error	Model CD	Error %	Through Cond. Error	ADI Model CD	ILS Result (1/um)	AI_CD	Gauge Center X	Gauge Center Y	Spec_error
Site_R66_C6	1D	-1	1809050	6825425	1809050	6824425	1290	314	72.23	1	sppitch_p30	vrf	90	-6.28	6.28	1	-0.26	71.97	0.36	0.26	0	29.9537	74.1	0	0	0
Site_R67_C1	1D	-1	1813554	6845664.9	1813554	6845585.1	171	79.8	83.15	1	sppitch_p40	1D	100	-2	2	1	2.06	85.21	2.48	2.06	0	25.0524	86.42	0	0	0.0595699
Site_R67_C2	1D	-1	1813554	6841525.1	1813554	6841444.9	180	80.2	85.23	1	sppitch_p40	1D	100	-2	2	1	-0.22	85.01	0.26	0.22	0	25.5715	86.69	0	0	0
Site_R67_C3	1D	-1	1813554	6837304.7	1813554	6837385.3	190	80.6	85.6	1	sppitch_p40	1D	100	-2	2	1	-1.15	84.45	1.34	1.15	0	26.6653	85.98	0	0	0
Site_R67_C5	1D	-1	1813554	6829105.6	1813554	6829024.4	220	81.2	86.36	1	sppitch_p40	1D	100	-2	2	1	-1.41	84.95	1.63	1.41	0	33.4975	84.39	0	0	0
Site_R67_C6	1D	-1	1813554	6824965.2	1813554	6824884.8	250	80.4	87.25	1	sppitch_p40	1D	100	-2	2	1	-0.84	86.41	0.96	0.84	0	34.121	85.65	0	0	0
Site_R68_C1	1D	-1	1818054	6845665.6	1818054	6845584.4	300	81.2	86.21	1	sppitch_p40	1D	100	-2	2	1	-1.34	84.87	1.55	1.34	0	30.6534	85.04	0	0	0
Site_R68_C2	1D	-1	1818050	6841568.55	1818050	6841401.55	400	83.5	85.82	1	sppitch_p40	1D	100	-2	2	1	-0.38	85.44	0.45	0.38	0	31.6824	85.47	0	0	0
Site_R68_C3	1D	-1	1818054	6837303.9	1818054	6837386.1	500	82.2	85.33	1	sppitch_p40	1D	100	-2	2	1	-1.26	84.07	1.48	1.26	0	32.5426	83.96	0	0	0
Site_R68_C4	1D	-1	1818054	6833164.1	1818054	6833245.9	700	81.8	85.11	1	sppitch_p40	1D	100	-2	2	1	-1.49	83.62	1.75	1.49	0	32.6247	83.58	0	0	0
Site_R68_C5	1D	-1	1818054	6829024	1818054	6829106	900	82	85.13	1	sppitch_p40	1D	100	-2	2	1	-1.58	83.55	1.86	1.58	0	32.5331	83.55	0	0	0
Site_R68_C6	1D	-1	1818054	6824884	1818054	6824966	1300	82	83.36	1	sppitch_p40	1D	100	-2	2	1	0.24	83.6	0.29	0.24	0	32.6239	83.56	0	0	0
Site_R47_C1	1D	-1	1723554	6845654.5	1723554	6845596.4	136	58.1	49.21	1	sppitch_p5	pw	65	-2	2	1	-1.27	47.94	2.58	2.12	0	22.0762	54	0	0	0
Site_R47_C2	1D	-1	1723554	6841515.1	1723554	6841455.8	140	59.3	48.36	1	sppitch_p5	1D	65	-2	2	1	-0.46	47.9	0.96	0.46	0	20.8056	54.4	0	0	0
Site_R47_C3	1D	-1	1723554	6837376	1723554	6837314.9	145	61.1	48.26	1	sppitch_p5	1D	65	-2	2	1	0.57	48.83	1.18	0.57	0	19.8657	55.71	0	0	0
Site_R47_C4	1D	-1	1723554	6833236.9	1723554	6833174	150	62.9	47.84	1	sppitch_p5	1D	65	-2	2	1	1.94	49.78	4.05	1.94	0	18.9068	57.04	0	0	0
Site_R47_C5	1D	-1	1723554	6829097.7	1723554	6829033.2	155	64.5	48.55	0	sppitch_p5	pw	65	-2	2	1	1.89	50.44	3.9	1.43	0	18.0313	58.11	0	0	0
Site_R47_C6	1D	-1	1723554	6824958.3	1723554	6824892.6	160	65.7	48.53	0.5	sppitch_p5	1D	65	-2	2	1	1.86	50.39	3.84	1.86	0	17.1903	58.52	0	0	0
Site_R48_C1	1D	-1	1728054	6845659.4	1728054	6845591.5	165	67.9	53.44	1	sppitch_p5	1D	65	-2	2	1	1.52	54.96	2.85	1.52	0	18.0091	62.64	0	0	0
Site_R48_C2	1D	-1	1728054	6841519.9	1728054	6841451	175	68.9	55.88	1	sppitch_p5	1D	65	-2	2	1	0.71	56.59	1.28	0.71	0	17.8677	64.51	0	0	0
Site_R48_C4	1D	-1	1728054	6833239.5	1728054	6833171.4	195	68.1	55.57	1	sppitch_p5	1D	65	-2	2	1	1.05	56.62	1.89	1.05	0	23.1969	62.47	0	0	0
Site_R48_C6	1D	-1	1728050	6824986.35	1728050	6824864.55	245	60.9	52.94	1	sppitch_p5	1D	65	-2	2	1	0.36	53.3	0.68	0.36	0	26.8338	57.73	0	0	0
Site_R49_C1	1D	-1	1732554	6845657.9	1732554	6845593	285	64.9	52.13	1	sppitch_p5	1D	65	-2	2	1	1.66	53.79	3.18	1.66	0	20.8353	60.05	0	0	0
Site_R49_C2	1D	-1	1732554	6841519.7	1732554	6841451.2	315	68.5	53.56	1	sppitch_p5	1D	65	-2	2	1	1.6	55.16	2.99	1.6	0	18.9987	62.11	0	0	0
Site_R49_C3	1D	-1	1732554	6837380.5	1732554	6837310.4	345	70.1	53.44	0.5	sppitch_p5	pw	65	-2	2	1	2.9	56.34	5.44	1.89	0	18.9632	63.41	0	0	0.904833
Site_R49_C4	1D	-1	1732554	6833237.5	1732554	6833173.4	395	64.1	50.6	1	sppitch_p5	1D	65	-2	2	1	2.23	52.83	4.4	2.23	0	22.9195	58.7	0	0	0.228909
Site_R49_C5	1D	-1	1732554	6829097.5	1732554	6829033.4	415	64.1	51.24	1	sppitch_p5	1D	65	-2	2	1	1.94	53.18	3.79	1.94	0	24.6785	58.52	0	0	0
Site_R49_C6	1D	-1	1732554	6824956.6	1732554	6824894.3	445	62.3	52.29	1	sppitch_p5	1D	65	-2	2	1	0.36	52.65	0.69	0.36	0	28.4192	56.81	0	0	0
Site_R50_C1	1D	-1	1737054	6845657.2	1737054	6845593.7	515	63.5	50.65	1	sppitch_p5	1D	65	-2	2	1	2.04	52.69	4.04	2.04	0	23.3003	58.44	0	0	0.0446418
Site_R50_C2	1D	-1	1737054	6841517.1	1737054	6841453.8	565	63.3	50.8	1	sppitch_p5	pw	65	-2	2	1	1.63	52.43	3.21	0.93	0	24.2184	57.98	0	0	0
Site_R50_C3	1D	-1	1737054	6837377	1737054	6837313.9	615	63.1	51.23	1	sppitch_p5	1D	65	-2	2	1	1.53	52.76	2.99	1.53	0	26.3646	57.69	0	0	0
Site_R50_C4	1D	-1	1737054	6833236.5	1737054	6833174.4	765	62.1	51.86	1	sppitch_p5	1D	65	-2	2	1	0.81	52.67	1.56	0.81	0	24.5835	58.03	0	0	0
Site_R50_C5	1D	-1	1737054	6829096.6	1737054	6829034.3	965	62.3	51.25	1	sppitch_p5	1D	65	-2	2	1	0.75	52	1.46	0.75	0	23.7727	57.66	0	0	0
Site_R50_C6	1D	-1	1737054	6824956.6	1737054	6824894.3	1265	62.3	51.76	1	sppitch_p5	pw	65	-2	2	1	0.52	52.28	1.01	1.18	0	24.0538	57.84	0	0	0
Site_R84_C1	2D	1	1890054	6845655.7	1890054	6845595.2	131	60.5	71.58	1	threeline	1D	71	-5	5	1	0.72	72.3	1	0.72	0	18.7105	65.87	0	0	0
Site_R84_C4	1D	1	1890054	6833240.2	1890054	6833170.7	161	69.5	73.34	1	threeline	1D	71	-2	2	1	-2.73	70.61	3.72	2.73	0	22.7473	67.75	0	0	0.726567
